title,location,price,room_size_sqm,listing_date,cam_free_per_month,property_type,is_finish_construct,constructed_year,bedrooms,bathrooms,no_floors,balcony_view,room_furniture,estimate_rent_per_month,url
2 Bedroom Condo for sale at The Residences Mandarin Oriental Bangkok ,"Khlong Ton Sai, Khlong San,Bangkok",79000000,128,"Apr 17, 2023",20480,Condo,Completed,Oct 2019,2,2,18,City View,Fully Furnished,262000,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-the-residences-mandarin-oriental-bangkok-in-khlong-ton-sai-bangkok-u1394830
2 Bedroom Condo for sale at M Thonglor 10 ,"Khlong Tan Nuea, Watthana,Bangkok",11000000,57.50,"Apr 17, 2023",3738,Condo,Completed,Dec 2016,2,2,18,City View,Fully Furnished,35000,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-m-thonglor-10-in-khlong-tan-nuea-bangkok-u1072582
2 Bedroom Condo for sale at The Residences Mandarin Oriental Bangkok ,"Khlong Ton Sai, Khlong San,Bangkok",70000000,151.71,"Apr 17, 2023",24274,Condo,Completed,Oct 2019,2,2.5,14,"River or Canal View, City View, Unblocked Open View",Unfurnished,232000,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-the-residences-mandarin-oriental-bangkok-in-khlong-ton-sai-bangkok-u1118602
2 Bedroom Condo for sale at The Residences Mandarin Oriental Bangkok ,"Khlong Ton Sai, Khlong San,Bangkok",71000000,128,"Apr 15, 2023",20480,Condo,Construction type is not available,Constructed year is not available,2,2.5,N/A,"River or Canal View, City View",Fully Furnished,230000,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-the-residences-mandarin-oriental-bangkok-in-khlong-ton-sai-bangkok-u1103814
2 Bedroom Condo for sale at Ashton Chula-Silom ,"Si Phraya, Bang Rak,Bangkok",14700000,55,"Apr 15, 2023",3575,Condo,Completed,Nov 2018,2,1,26,City View,Fully Furnished,55000,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-ashton-chula-silom-in-si-phraya-bangkok-u648276
1 Bedroom Condo for sale at Supalai Premier Charoen Nakon ,"Khlong San, Khlong San,Bangkok",6200000,48,"Apr 14, 2023",N/A,Condo,Completed,Aug 2021,1,1,21,"River or Canal View, City View, Unblocked Open View",Fully Furnished,25000,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-supalai-premier-charoen-nakon-in-khlong-san-bangkok-u1074102
1 Bedroom Condo for sale at Life Sukhumvit 48 ,"Phra Khanong, Khlong Toei,Bangkok",3390000,30,"Apr 14, 2023",1440,Condo,Completed,Dec 2018,1,1,27,City View,Fully Furnished,13000,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-life-sukhumvit-48-in-phra-khanong-bangkok-u1133136
2 Bedroom Condo for sale at Las Colinas ,"Khlong Toei Nuea, Watthana,Bangkok",10500000,103,"Apr 14, 2023",3605,Condo,Completed,Jan 1995,2,2.5,15,"City View, Unblocked Open View",Fully Furnished,42000,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-las-colinas-in-khlong-toei-nuea-bangkok-u40274
2 Bedroom Condo for sale at Lumpini Ville Sukhumvit 77-2 ,"Suan Luang, Suan Luang,Bangkok",3000000,45,"Apr 13, 2023",N/A,Condo,Completed,Oct 2013,2,2,8,City View,Fully Furnished,Estimate rent is not available,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-lumpini-ville-sukhumvit-77-2-in-suan-luang-bangkok-u1156868
2 Bedroom Condo for sale at The Waterford Diamond ,"Khlong Tan, Khlong Toei,Bangkok",7200000,70,"Apr 13, 2023",2100,Condo,Completed,Dec 1997,2,1,31,City View,Fully Furnished,35000,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-the-waterford-diamond-in-khlong-tan-bangkok-u1389268
3 Bedroom Condo for sale at Fullerton Sukhumvit ,"Khlong Tan Nuea, Watthana,Bangkok",23000000,132,"Apr 13, 2023",5280,Condo,Completed,Jan 2006,3,3,17,City View,Fully Furnished,66400,https://www.fazwaz.com/property-sales/3-bedroom-condo-for-sale-at-fullerton-sukhumvit-in-khlong-tan-nuea-bangkok-u1366544
3 Bedroom Condo for sale at Rhythm Ekkamai ,"Khlong Tan Nuea, Watthana,Bangkok",29000000,120,"Apr 13, 2023",6600,Condo,Completed,Dec 2018,3,3,30,"City View, Unblocked Open View",Fully Furnished,100000,https://www.fazwaz.com/property-sales/3-bedroom-condo-for-sale-at-rhythm-ekkamai-in-khlong-tan-nuea-bangkok-u656718
3 Bedroom Condo for sale at The Height ,"Khlong Tan Nuea, Watthana,Bangkok",49000000,277,"Apr 13, 2023",N/A,Condo,Completed,Dec 2005,3,4,18,City View,Fully Furnished,300000,https://www.fazwaz.com/property-sales/3-bedroom-condo-for-sale-at-the-height-in-khlong-tan-nuea-bangkok-u650710
2 Bedroom Condo for sale at The Diplomat 39 ,"Khlong Tan Nuea, Watthana,Bangkok",24000000,76,"Apr 12, 2023",6840,Condo,Completed,Jun 2019,2,2,14,City View,Fully Furnished,75000,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-the-diplomat-39-in-khlong-tan-nuea-bangkok-u1150804
2 Bedroom Condo for sale at Life Ratchadapisek ,"Huai Khwang, Huai Khwang,Bangkok",6300000,56.37,"Apr 12, 2023",2142,Condo,Completed,Dec 2013,2,2,20,City View,Fully Furnished,28000,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-life-ratchadapisek-in-huai-khwang-bangkok-u156113
1 Bedroom Condo for sale at Noble Remix ,"Khlong Tan, Khlong Toei,Bangkok",9900000,62.41,"Apr 12, 2023",2496,Condo,Completed,Dec 2007,1,1,26,City View,Fully Furnished,40000,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-noble-remix-in-khlong-tan-bangkok-u1067810
2 Bedroom Condo for sale at The Diplomat 39 ,"Khlong Tan Nuea, Watthana,Bangkok",33900000,92,"Apr 12, 2023",8280,Condo,Completed,Jun 2019,2,2,29,City View,Fully Furnished,95000,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-the-diplomat-39-in-khlong-tan-nuea-bangkok-u1183074
1 Bedroom Condo for sale at Quinn Condo Ratchada ,"Din Daeng, Din Daeng,Bangkok",5900000,45,"Apr 12, 2023",1800,Condo,Completed,Dec 2012,1,1,27,City View,Fully Furnished,20200,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-quinn-condo-ratchada-in-din-daeng-bangkok-u1166326
1 Bedroom Condo for sale at Rhythm Ratchada - Huai Khwang ,"Din Daeng, Din Daeng,Bangkok",6300000,46,"Apr 12, 2023",2070,Condo,Completed,Jan 2011,1,1,31,"City View, Unblocked Open View",Fully Furnished,23400,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-rhythm-ratchada-huai-khwang-in-din-daeng-bangkok-u1370058
1 Bedroom Condo for sale at Life At Ratchada - Huay Kwang ,"Huai Khwang, Huai Khwang,Bangkok",3900000,42,"Apr 12, 2023",1260,Condo,Completed,Dec 2008,1,1,10,City View,Fully Furnished,15000,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-life-at-ratchada-huay-kwang-in-huai-khwang-bangkok-u776106
2 Bedroom Condo for sale at The Lofts Yennakart ,"Chong Nonsi, Yan Nawa,Bangkok",6200000,67.71,"Apr 12, 2023",2370,Condo,Completed,Dec 2006,2,2,7,City View,Fully Furnished,28000,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-the-lofts-yennakart-in-chong-nonsi-bangkok-u163632
2 Bedroom Condo for sale at Laviq Sukhumvit 57 ,"Khlong Tan Nuea, Watthana,Bangkok",27000000,97,"Apr 12, 2023",7760,Condo,Completed,Dec 2019,2,2,23,City View,Negotiable,92500,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-laviq-sukhumvit-57-in-khlong-tan-nuea-bangkok-u1166016
1 Bedroom Condo for sale at Ashton Chula-Silom ,"Si Phraya, Bang Rak,Bangkok",7850000,34,"Apr 12, 2023",2210,Condo,Completed,Nov 2018,1,1,21,City View,Fully Furnished,27000,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-ashton-chula-silom-in-si-phraya-bangkok-u668862
1 Bedroom Condo for sale at The Trust Residence Ratchada-Rama 3 ,"Chong Nonsi, Yan Nawa,Bangkok",2250000,35,"Apr 12, 2023",1050,Condo,Completed,Jan 2013,1,1,21,City View,Fully Furnished,11400,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-the-trust-residence-ratchada-rama-3-in-chong-nonsi-bangkok-u1392892
2 Bedroom Condo for sale at Villa Sikhara ,"Khlong Tan Nuea, Watthana,Bangkok",11000000,98,"Apr 12, 2023",N/A,Condo,Completed,Jan 2009,2,2,4,"City View, Garden View",Fully Furnished,50000,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-villa-sikhara-in-khlong-tan-nuea-bangkok-u1135102
2 Bedroom Condo for sale at Villa Sikhara ,"Khlong Tan Nuea, Watthana,Bangkok",11500000,98,"Apr 12, 2023",N/A,Condo,Completed,Jan 2009,2,2,6,City View,Fully Furnished,50000,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-villa-sikhara-in-khlong-tan-nuea-bangkok-u1135156
2 Bedroom Condo for sale at Villa Sikhara ,"Khlong Tan Nuea, Watthana,Bangkok",12000000,114,"Apr 12, 2023",N/A,Condo,Completed,Jan 2009,2,2,2,Garden View,Fully Furnished,55000,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-villa-sikhara-in-khlong-tan-nuea-bangkok-u1143582
3 Bedroom Condo for sale at Bright Sukhumvit 24 ,"Khlong Tan, Khlong Toei,Bangkok",29900000,177,"Apr 12, 2023",9735,Condo,Completed,Dec 2009,3,3,25,City View,Partly Furnished,103000,https://www.fazwaz.com/property-sales/3-bedroom-condo-for-sale-at-bright-sukhumvit-24-in-khlong-tan-bangkok-u1173192
2 Bedroom Condo for sale at The Lumpini 24 ,"Khlong Tan, Khlong Toei,Bangkok",13500000,55,"Apr 12, 2023",3850,Condo,Completed,Mar 2016,2,2,10,City View,Fully Furnished,40000,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-the-lumpini-24-in-khlong-tan-bangkok-u1392428
1 Bedroom Condo for sale at Klass Langsuan ,"Lumphini, Pathum Wan,Bangkok",9290000,34,"Apr 12, 2023",2040,Condo,Completed,May 2015,1,1,4,Park View,Fully Furnished,35000,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-klass-langsuan-in-lumphini-bangkok-u35714
1 Bedroom Condo for sale at Life At Ratchada - Huay Kwang ,"Huai Khwang, Huai Khwang,Bangkok",4522000,45.91,"Apr 12, 2023",1377,Condo,Completed,Dec 2008,1,1,17,"City View, Unblocked Open View",Unfurnished,20000,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-life-at-ratchada-huay-kwang-in-huai-khwang-bangkok-u1381428
1 Bedroom Condo for sale at Supalai Veranda Rama 9 ,"Bang Kapi, Huai Khwang,Bangkok",4200000,41.50,"Apr 12, 2023",N/A,Condo,Completed,Nov 2019,1,1,26,City View,Fully Furnished,18000,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-supalai-veranda-rama-9-in-bang-kapi-bangkok-u646326
2 Bedroom Condo for sale at The Lofts Asoke ,"Khlong Toei Nuea, Watthana,Bangkok",17900000,85,"Apr 12, 2023",7225,Condo,Completed,Jun 2019,2,2,13,City View,Fully Furnished,58500,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-the-lofts-asoke-in-khlong-toei-nuea-bangkok-u1175918
1 Bedroom Condo for sale at The Seed Mingle ,"Thung Mahamek, Sathon,Bangkok",4490000,42,"Apr 12, 2023",1680,Condo,Completed,Dec 2011,1,1,13,"City View, Pool View",Fully Furnished,20200,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-the-seed-mingle-in-thung-mahamek-bangkok-u1394470
1 Bedroom Condo for sale at Fuse Sathorn-Taksin ,"Bang Lamphu Lang, Khlong San,Bangkok",3610000,35,"Apr 12, 2023",1400,Condo,Completed,Dec 2011,1,1,26,City View,Fully Furnished,19000,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-fuse-sathorn-taksin-in-bang-lamphu-lang-bangkok-u1394598
1 Bedroom Condo for sale at The Room Sukhumvit 40 ,"Phra Khanong, Khlong Toei,Bangkok",4390000,43,"Apr 12, 2023",N/A,Condo,Completed,Jan 2011,1,1,2,Garden View,Fully Furnished,19700,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-the-room-sukhumvit-40-in-phra-khanong-bangkok-u1394442
3 Bedroom Condo for sale at Top View Tower ,"Khlong Tan Nuea, Watthana,Bangkok",12000000,138,"Apr 12, 2023",5520,Condo,Completed,Dec 1995,3,3,33,City View,Fully Furnished,47000,https://www.fazwaz.com/property-sales/3-bedroom-condo-for-sale-at-top-view-tower-in-khlong-tan-nuea-bangkok-u1363158
2 Bedroom Condo for sale at The Lakes ,"Khlong Toei, Khlong Toei,Bangkok",18300000,110,"Apr 12, 2023",3850,Condo,Completed,Dec 2003,2,2,29,City View,Fully Furnished,57000,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-the-lakes-in-khlong-toei-bangkok-u896466
3 Bedroom Condo for sale at Serene Place Sukhumvit 24 ,"Khlong Tan, Khlong Toei,Bangkok",34900000,267,"Apr 12, 2023",N/A,Condo,Completed,Jan 2007,3,4,7,City View,Fully Furnished,201000,https://www.fazwaz.com/property-sales/3-bedroom-condo-for-sale-at-serene-place-sukhumvit-24-in-khlong-tan-bangkok-u1394312
2 Bedroom Condo for sale at The Teak Sukhumvit 39 ,"Khlong Tan Nuea, Watthana,Bangkok",9985000,57,"Apr 12, 2023",2850,Condo,Completed,Nov 2018,2,2,6,City View,Fully Furnished,38000,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-the-teak-sukhumvit-39-in-khlong-tan-nuea-bangkok-u1122842
2 Bedroom Condo for sale at The Waterford Diamond ,"Khlong Tan, Khlong Toei,Bangkok",7210000,62,"Apr 11, 2023",1860,Condo,Completed,Dec 1997,2,1,17,City View,Fully Furnished,27000,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-the-waterford-diamond-in-khlong-tan-bangkok-u1033324
1 Bedroom Condo for sale at Centric Ratchada - Huai Khwang ,"Din Daeng, Din Daeng,Bangkok",5600000,37,"Apr 11, 2023",1665,Condo,Completed,Dec 2014,1,1,8,City View,Fully Furnished,18300,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-centric-ratchada-huai-khwang-in-din-daeng-bangkok-u1094212
1 Bedroom Condo for sale at Centric Ratchada - Huai Khwang ,"Din Daeng, Din Daeng,Bangkok",4020000,32,"Apr 11, 2023",1440,Condo,Completed,Dec 2014,1,1,5,"Pool View, Garden View",Fully Furnished,13200,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-centric-ratchada-huai-khwang-in-din-daeng-bangkok-u639490
4 Bedroom Penthouse for sale at The Pano Rama3 ,"Bang Phongphang, Yan Nawa,Bangkok",75000000,341,"Apr 11, 2023",N/A,Penthouse,Completed,Sep 2009,4,4,52,"River or Canal View, City View, Unblocked Open View",Fully Furnished,300000,https://www.fazwaz.com/property-sales/4-bedroom-penthouse-for-sale-at-the-pano-rama3-in-bang-phongphang-bangkok-u1120962
1 Bedroom Condo for sale at The Crest Park Residences ,"Chomphon, Chatuchak,Bangkok",7490000,34,"Apr 11, 2023",2890,Condo,Completed,May 2022,1,1,19,"Park View, City View",Unfurnished,25400,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-the-crest-park-residences-in-chomphon-bangkok-u1382610
2 Bedroom Condo for sale at Ideo Mobi Sukhumvit East Point ,"Bang Na, Bang Na,Bangkok",7500000,54.50,"Apr 11, 2023",2998,Condo,Completed,Jan 2020,2,2,15,City View,Built In,2998,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-ideo-mobi-sukhumvit-east-point-in-bang-na-bangkok-u1164600
2 Bedroom Condo for sale at Lumpini Suite Phetchaburi - Makkasan ,"Makkasan, Ratchathewi,Bangkok",5500000,41,"Apr 11, 2023",1640,Condo,Completed,Dec 2018,2,1,25,City View,Fully Furnished,20800,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-lumpini-suite-phetchaburi-makkasan-in-makkasan-bangkok-u1387926
2 Bedroom Condo for sale at Saranjai Mansion ,"Khlong Toei, Khlong Toei,Bangkok",7800000,78.50,"Apr 11, 2023",N/A,Condo,Completed,Dec 1991,2,2,14,"City View, Unblocked Open View",Fully Furnished,28000,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-saranjai-mansion-in-khlong-toei-bangkok-u1368940
1 Bedroom Condo for sale at The Nest Sukhumvit 22 ,"Khlong Toei, Khlong Toei,Bangkok",4550000,34,"Apr 11, 2023",1700,Condo,Completed,Feb 2018,1,1,3,City View,Fully Furnished,Estimate rent is not available,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-the-nest-sukhumvit-22-in-khlong-toei-bangkok-u1173082
1 Bedroom Condo for sale at The Address Chidlom ,"Lumphini, Pathum Wan,Bangkok",9000000,57,"Apr 11, 2023",3420,Condo,Completed,Dec 2008,1,1,9,"River or Canal View, City View",Fully Furnished,25000,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-the-address-chidlom-in-lumphini-bangkok-u1394098
1 Bedroom Condo for sale at Centric Ratchada - Huai Khwang ,"Din Daeng, Din Daeng,Bangkok",4150000,27,"Apr 11, 2023",1215,Condo,Completed,Dec 2014,1,1,28,"City View, Unblocked Open View",Fully Furnished,15000,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-centric-ratchada-huai-khwang-in-din-daeng-bangkok-u1375424
2 Bedroom Condo for sale at Noble Ploenchit ,"Lumphini, Pathum Wan,Bangkok",30000000,75,"Apr 11, 2023",4500,Condo,Completed,Dec 2016,2,2,37,City View,Fully Furnished,70000,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-noble-ploenchit-in-lumphini-bangkok-u1134628
Studio Condo for sale at U Delight at Jatujak Station ,"Chomphon, Chatuchak,Bangkok",2163000,32,"Apr 11, 2023",960,Condo,Completed,Dec 2010,Studio,1,14,"City View, Pool View, Garden View, Unblocked Open View",Fully Furnished,960,https://www.fazwaz.com/property-sales/studio-condo-for-sale-at-u-delight-at-jatujak-station-in-chomphon-bangkok-u1391198
1 Bedroom Condo for sale at The Origin Ram 209 Interchange ,"Min Buri, Min Buri,Bangkok",3300000,31,"Apr 11, 2023",N/A,Condo,Completed,Jan 2022,1,1,27,City View,Fully Furnished,14700,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-the-origin-ram-209-interchange-in-min-buri-bangkok-u1394202
2 Bedroom Condo for sale at The Esse Sukhumvit 36 ,"Phra Khanong, Khlong Toei,Bangkok",24500000,72.36,"Apr 11, 2023",7236,Condo,Completed,Nov 2020,2,2,15,City View,Built In,74700,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-the-esse-sukhumvit-36-in-phra-khanong-bangkok-u1394382
1 Bedroom Condo for sale at Ashton Chula-Silom ,"Si Phraya, Bang Rak,Bangkok",7500000,32.50,"Apr 11, 2023",2113,Condo,Completed,Nov 2018,1,1,22,City View,Fully Furnished,29000,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-ashton-chula-silom-in-si-phraya-bangkok-u636628
1 Bedroom Condo for sale at Yada Residential ,"Khlong Tan Nuea, Watthana,Bangkok",4600000,61,"Apr 11, 2023",N/A,Condo,Completed,Jan 1986,1,1,6,City View,Fully Furnished,19000,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-yada-residential-in-khlong-tan-nuea-bangkok-u1163392
2 Bedroom Condo for sale at Noble Recole ,"Khlong Toei Nuea, Watthana,Bangkok",14300000,62.25,"Apr 11, 2023",4046,Condo,Completed,Dec 2019,2,2,14,City View,Fully Furnished,55000,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-noble-recole-in-khlong-toei-nuea-bangkok-u664602
1 Bedroom Condo for sale at Sense Phaholyothin ,"Sam Sen Nai, Phaya Thai,Bangkok",3193000,35,"Apr 11, 2023",1400,Condo,Completed,Dec 2011,1,1,16,City View,Fully Furnished,1400,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-sense-phaholyothin-in-sam-sen-nai-bangkok-u1394130
2 Bedroom Condo for sale at Klass Langsuan ,"Lumphini, Pathum Wan,Bangkok",17700000,72,"Apr 11, 2023",4320,Condo,Completed,May 2015,2,2,5,City View,Fully Furnished,50000,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-klass-langsuan-in-lumphini-bangkok-u1003490
1 Bedroom Condo for sale at Ideo Mobi Sukhumvit 66 ,"Bang Na, Bang Na,Bangkok",8000000,52.50,"Apr 11, 2023",3413,Condo,Completed,Dec 2018,1,1,23,City View,Fully Furnished,32500,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-ideo-mobi-sukhumvit-66-in-bang-na-bangkok-u1394120
Studio Condo for sale at Ideo Charan 70 - Riverview ,"Bang Phlat, Bang Phlat,Bangkok",2504000,26,"Apr 11, 2023",1170,Condo,Completed,Jun 2022,Studio,1,13,City View,Unfurnished,1170,https://www.fazwaz.com/property-sales/studio-condo-for-sale-at-ideo-charan-70-riverview-in-bang-phlat-bangkok-u1394308
1 Bedroom Condo for sale at Baan Prachaniwet 1 ,"Lat Yao, Chatuchak,Bangkok",2600000,60,"Apr 11, 2023",N/A,Condo,Completed,Jan 1999,1,1,11,"Garden View, Unblocked Open View",Unfurnished,Estimate rent is not available,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-baan-prachaniwet-1-in-lat-yao-bangkok-u1391366
2 Bedroom Condo for sale at Belle Grand Rama 9 ,"Huai Khwang, Huai Khwang,Bangkok",6800000,58,"Apr 11, 2023",2030,Condo,Completed,Dec 2015,2,1,28,City View,Fully Furnished,22500,https://www.fazwaz.com/property-sales/2-bedroom-condo-for-sale-at-belle-grand-rama-9-in-huai-khwang-bangkok-u1393284
1 Bedroom Condo for sale at The Parkland Ratchada - Wongsawang ,"Wong Sawang, Bang Sue,Bangkok",2400000,30,"Apr 11, 2023",990,Condo,Completed,Dec 2014,1,1,25,"City View, Unblocked Open View",Fully Furnished,990,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-the-parkland-ratchada-wongsawang-in-wong-sawang-bangkok-u1391360
1 Bedroom Condo for sale at Sindhorn Tonson [Leasehold] ,"Lumphini, Pathum Wan,Bangkok",20000000,86,"Apr 11, 2023",90,Condo,Completed,Jan 2018,1,1,12,City View,Fully Furnished,140000,https://www.fazwaz.com/property-sales/1-bedroom-condo-for-sale-at-sindhorn-tonson-in-lumphini-bangkok-u1394030
